method,label_a,label_b,conflict_count,mean_similarity,median_similarity,max_similarity,min_similarity
lsa,InfoSeek → Symptoms,PartnershipPatient → activeParticipation/involvement,2,0.7094,0.7094,0.7094,0.7094
lsa,PartnershipPatient → statePreferences,Socioemotional/Empathy → ExpressConcern/unease,2,0.6934,0.6934,0.6934,0.6934
lsa,PartnershipPatient → statePreferences,SharedDecisionProvider → Approval/Reinforcement,2,0.6501,0.6501,0.6913,0.6089
lsa,PartnershipProvider → inviteCollaboration,SharedDecisionProvider → Approval/Reinforcement,2,0.8882,0.8882,0.8882,0.8882
lsa,InfoGive → Diagnostics,InfoGive → Prognosis,2,0.7111,0.7111,0.7111,0.7111
lsa,PartnershipPatient → build trust,PartnershipProvider → connection,2,0.6356,0.6356,0.6356,0.6356
lsa,PartnershipPatient → build trust,PartnershipProvider → build trust,2,0.6166,0.6166,0.6166,0.6166
lsa,InfoGive → SchedulingAppt,PartnershipPatient → build trust,2,0.6049,0.6049,0.6049,0.6049
lsa,PartnershipPatient → connection,SharedDecisionProvider → ShareOptions,2,0.6495,0.6495,0.6495,0.6495
lsa,PartnershipPatient → activeParticipation/involvement,SharedDecisionPatient → ExploreOptions,2,0.6221,0.6221,0.6221,0.6221
lsa,InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipPatient → expressOpinions,2,0.606,0.606,0.606,0.606
lsa,InfoGive → carecoordination,InfoSeek → carecoordination,2,0.656,0.656,0.656,0.656
lsa,InfoSeek → carecoordination,PartnershipProvider → inviteCollaboration,2,0.666,0.666,0.666,0.666
lsa,InfoGive → Drugs,SharedDecisionProvider → MakeDecision,2,0.7423,0.7423,0.7423,0.7423
lsa,InfoGive → SchedulingAppt,Socioemotional/Empathy → ExpressConcern/unease,2,0.6112,0.6112,0.6112,0.6112
lsa,PartnershipProvider → signoff,Socioemotional/Empathy → Sadness/fear,2,0.6095,0.6095,0.6095,0.6095
lsa,InfoGive → Instruction,InfoGiveSDOH → EconomicStability,2,0.6482,0.6482,0.6482,0.6482
lsa,InfoGiveSDOH → EconomicStability,InfoSeek → Symptoms,2,0.6049,0.6049,0.6049,0.6049
lsa,InfoGiveSDOH → EconomicStability,PartnershipProvider → maintainCommunication,2,0.614,0.614,0.614,0.614
lsa,InfoSeek → Diagnostics,InfoSeekSDOH → EconomicStability,2,0.6044,0.6044,0.6044,0.6044
lsa,InfoGive → Generalinformation,SharedDecisionPatient → SeekingApproval,2,0.6292,0.6292,0.6292,0.6292
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,InfoSeek → Drugs,2,0.7675,0.7675,0.7675,0.7675
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,SharedDecisionProvider → MakeDecision,2,0.7161,0.7161,0.7161,0.7161
lsa,InfoGive → Diagnostics,InfoGive → Instruction,2,0.8145,0.8145,0.8145,0.8145
lsa,InfoGive → Instruction,SharedDecisionProvider → ShareOptions,2,0.6591,0.6591,0.6591,0.6591
lsa,InfoGive → Instruction,PartnershipPatient → connection,2,0.6551,0.6551,0.6551,0.6551
lsa,InfoSeek → Symptoms,SharedDecisionProvider → MakeDecision,2,0.6838,0.6838,0.6838,0.6838
lsa,SharedDecisionProvider → MakeDecision,Socioemotional/Empathy → PositiveRemarks,2,0.6207,0.6207,0.6207,0.6207
lsa,InfoGive → Generalinformation,InfoSeekSDOH → EconomicStability,2,0.6666,0.6666,0.6666,0.6666
lsa,PartnershipPatient → expressOpinions,PartnershipProvider → maintainCommunication,2,0.6426,0.6426,0.6426,0.6426
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → connection,2,0.74,0.74,0.74,0.74
lsa,InfoGive → carecoordination,PartnershipPatient → connection,2,0.6163,0.6163,0.6163,0.6163
lsa,InfoSeek → SchedulingAppt,SharedDecisionPatient → ExploreOptions,2,0.6407,0.6407,0.6734,0.6081
lsa,InfoGive → SchedulingAppt,SharedDecisionProvider → MakeDecision,2,0.7048,0.7048,0.7048,0.7048
lsa,InfoSeek → SchedulingAppt,SharedDecisionProvider → MakeDecision,2,0.6586,0.6586,0.6746,0.6425
lsa,InfoGive → carecoordination,SharedDecisionProvider → MakeDecision,2,0.6241,0.6241,0.6241,0.6241
lsa,InfoSeek → Symptoms,Socioemotional/Empathy → PositiveRemarks,2,0.7388,0.7388,0.7388,0.7388
lsa,InfoSeek → Symptoms,Socioemotional/Empathy → Reassurance,2,0.6536,0.6536,0.6536,0.6536
lsa,InfoSeek → Symptoms,InfoSeekSDOH → EconomicStability,2,0.7153,0.7153,0.7153,0.7153
lsa,Socioemotional/Empathy → PositiveRemarks,Socioemotional/Empathy → Reassurance,2,0.7482,0.7482,0.7482,0.7482
lsa,InfoGive → Generalinformation,PartnershipProvider → checkingUnderstanding/clarification,2,0.6096,0.6096,0.6096,0.6096
lsa,PartnershipPatient → activeParticipation/involvement,SharedDecisionProvider → MakeDecision,2,0.6406,0.6406,0.6406,0.6406
lsa,InfoGiveSDOH → EconomicStability,Socioemotional/Empathy → ExpressConcern/unease,2,0.6368,0.6368,0.6368,0.6368
lsa,InfoGive → SchedulingAppt,InfoSeek → Generalinformation,2,0.607,0.607,0.607,0.607
lsa,PartnershipPatient → expressOpinions,SharedDecisionPatient → SeekingApproval,2,0.6638,0.6638,0.6638,0.6638
lsa,PartnershipProvider → checkingUnderstanding/clarification,SharedDecisionPatient → SeekingApproval,2,0.7123,0.7123,0.7123,0.7123
lsa,InfoSeekSDOH → HealthCareAccessAndQuality,PartnershipPatient → activeParticipation/involvement,2,0.6506,0.6506,0.6506,0.6506
lsa,InfoGive → Instruction,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.8153,0.8153,0.8153,0.8153
lsa,InfoGive → SchedulingAppt,PartnershipPatient → signoff,2,0.6594,0.6594,0.6594,0.6594
lsa,InfoGive → Drugs,Socioemotional/Empathy → AcknowledgeError,2,0.679,0.679,0.7212,0.6368
lsa,InfoSeek → SchedulingAppt,Socioemotional/Empathy → AcknowledgeError,2,0.6242,0.6242,0.6414,0.6069
lsa,InfoSeek → Drugs,SharedDecisionProvider → Approval/Reinforcement,2,0.8553,0.8553,0.8553,0.8553
lsa,PartnershipPatient → salutation,SharedDecisionPatient → SeekingApproval,2,0.7937,0.7937,0.7937,0.7937
lsa,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,InfoSeek → Drugs,2,0.625,0.625,0.625,0.625
lsa,InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,2,0.6543,0.6543,0.6543,0.6543
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → salutation,2,1.0,1.0,1.0,1.0
lsa,PartnershipProvider → inviteCollaboration,PartnershipProvider → maintainCommunication,2,0.7346,0.7346,0.7346,0.7346
lsa,InfoGive → carecoordination,InfoSeek → Symptoms,2,0.6754,0.6754,0.7401,0.6106
lsa,InfoSeek → Drugs,Socioemotional/Empathy → PositiveRemarks,2,0.7033,0.7033,0.7033,0.7033
lsa,PartnershipPatient → statePreferences,Socioemotional/Empathy → PositiveRemarks,2,0.6497,0.6497,0.6497,0.6497
lsa,PartnershipPatient → expressOpinions,Socioemotional/Empathy → ExpressConcern/unease,2,0.6332,0.6332,0.6332,0.6332
lsa,InfoSeek → SchedulingAppt,PartnershipProvider → Alignment,2,0.6748,0.6748,0.6821,0.6674
lsa,PartnershipPatient → signoff,PartnershipProvider → Alignment,2,0.6161,0.6161,0.6161,0.6161
lsa,PartnershipProvider → signoff,SharedDecisionProvider → ShareOptions,2,0.6465,0.6465,0.6465,0.6465
lsa,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,PartnershipPatient → statePreferences,2,0.6085,0.6085,0.6085,0.6085
lsa,PartnershipPatient → expressOpinions,Socioemotional/Empathy → Reassurance,2,0.6086,0.6086,0.6086,0.6086
lsa,PartnershipPatient → expressOpinions,PartnershipProvider → connection,2,0.7534,0.7534,0.7534,0.7534
lsa,InfoSeek → Diagnostics,PartnershipProvider → connection,2,0.6878,0.6878,0.6878,0.6878
lsa,InfoSeek → SchedulingAppt,PartnershipProvider → connection,2,0.6465,0.6465,0.6465,0.6465
lsa,InfoSeek → Diagnostics,Socioemotional/Empathy → ExpressConcern/unease,2,0.6067,0.6067,0.6067,0.6067
lsa,PartnershipPatient → expressOpinions,Socioemotional/Empathy → AcknowledgeError,2,0.6454,0.6454,0.6454,0.6454
lsa,InfoSeek → Drugs,InfoSeek → carecoordination,2,0.604,0.604,0.604,0.604
lsa,InfoGiveSDOH → EconomicStability,InfoSeekSDOH → HealthCareAccessAndQuality,2,0.727,0.727,0.727,0.727
lsa,PartnershipProvider → Alignment,SharedDecisionPatient → ApprovalofDecision/Reinforcement,1,0.7107,0.7107,0.7107,0.7107
lsa,InfoSeek → Diagnostics,PartnershipPatient → statePreferences,1,0.7119,0.7119,0.7119,0.7119
lsa,InfoGive → carecoordination,SharedDecisionProvider → Approval/Reinforcement,1,0.6048,0.6048,0.6048,0.6048
lsa,InfoSeek → SchedulingAppt,PartnershipProvider → maintainCommunication,1,0.6215,0.6215,0.6215,0.6215
lsa,SharedDecisionPatient → ApprovalofDecision/Reinforcement,Socioemotional/Empathy → Reassurance,1,1.0,1.0,1.0,1.0
lsa,InfoSeek → SchedulingAppt,SharedDecisionProvider → Approval/Reinforcement,1,0.6714,0.6714,0.6714,0.6714
lsa,InfoGiveSDOH → EconomicStability,SharedDecisionProvider → Approval/Reinforcement,1,0.6591,0.6591,0.6591,0.6591
lsa,PartnershipPatient → statePreferences,SharedDecisionPatient → ExploreOptions,1,0.6247,0.6247,0.6247,0.6247
lsa,PartnershipPatient → statePreferences,SharedDecisionProvider → MakeDecision,1,0.6322,0.6322,0.6322,0.6322
lsa,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → salutation,1,0.6198,0.6198,0.6198,0.6198
lsa,PartnershipPatient → statePreferences,Socioemotional/Empathy → AcknowledgeError,1,0.667,0.667,0.667,0.667
lsa,InfoGiveSDOH → EconomicStability,Socioemotional/Empathy → AcknowledgeError,1,0.6124,0.6124,0.6124,0.6124
lsa,InfoGive → Generalinformation,PartnershipPatient → signoff,1,0.641,0.641,0.641,0.641
lsa,InfoGive → Diagnostics,PartnershipPatient → signoff,1,0.6381,0.6381,0.6381,0.6381
lsa,PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → salutation,1,1.0,1.0,1.0,1.0
lsa,PartnershipProvider → salutation,PartnershipProvider → signoff,1,1.0,1.0,1.0,1.0
lsa,InfoSeek → Drugs,InfoSeek → Symptoms,1,0.6214,0.6214,0.6214,0.6214
lsa,PartnershipPatient → statePreferences,PartnershipProvider → Alignment,1,0.7038,0.7038,0.7038,0.7038
lsa,InfoGiveSDOH → EconomicStability,PartnershipProvider → Alignment,1,0.6595,0.6595,0.6595,0.6595
lsa,PartnershipPatient → expressOpinions,PartnershipProvider → Alignment,1,0.6515,0.6515,0.6515,0.6515
lsa,PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → connection,1,0.7051,0.7051,0.7051,0.7051
lsa,InfoGive → Generalinformation,PartnershipProvider → inviteCollaboration,1,0.7157,0.7157,0.7157,0.7157
lsa,PartnershipPatient → statePreferences,PartnershipProvider → inviteCollaboration,1,0.6731,0.6731,0.6731,0.6731
lsa,InfoGive → Diagnostics,PartnershipProvider → inviteCollaboration,1,0.6415,0.6415,0.6415,0.6415
lsa,InfoGiveSDOH → EconomicStability,PartnershipProvider → inviteCollaboration,1,0.6349,0.6349,0.6349,0.6349
lsa,PartnershipPatient → Alignment,PartnershipPatient → statePreferences,1,0.6913,0.6913,0.6913,0.6913
lsa,InfoSeek → SchedulingAppt,PartnershipPatient → Alignment,1,0.6714,0.6714,0.6714,0.6714
lsa,InfoGiveSDOH → EconomicStability,PartnershipPatient → Alignment,1,0.6591,0.6591,0.6591,0.6591
lsa,InfoGive → Drugs,PartnershipProvider → salutation,1,0.6473,0.6473,0.6473,0.6473
jaccard,PartnershipPatient → salutation,PartnershipProvider → salutation,1401,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → signoff,683,0.9918,1.0,1.0,0.6
jaccard,PartnershipPatient → signoff,PartnershipProvider → signoff,494,0.9987,1.0,1.0,0.6667
jaccard,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → signoff,262,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → Alignment,PartnershipProvider → Alignment,159,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → Appreciation/Gratitude,76,0.8814,1.0,1.0,0.6
jaccard,PartnershipPatient → signoff,PartnershipProvider → Appreciation/Gratitude,58,0.9431,1.0,1.0,0.6
jaccard,PartnershipProvider → connection,PartnershipProvider → signoff,18,1.0,1.0,1.0,1.0
jaccard,PartnershipProvider → Appreciation/Gratitude,PartnershipProvider → signoff,15,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → connection,PartnershipPatient → signoff,12,0.6111,0.6,0.6667,0.6
jaccard,PartnershipPatient → activeParticipation/involvement,PartnershipProvider → maintainCommunication,12,0.7042,0.6667,0.8,0.625
jaccard,PartnershipPatient → signoff,PartnershipProvider → connection,11,0.9273,1.0,1.0,0.6
jaccard,PartnershipPatient → connection,PartnershipProvider → signoff,8,0.6667,0.6667,0.6667,0.6667
jaccard,PartnershipPatient → Alignment,PartnershipPatient → connection,7,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → salutation,6,1.0,1.0,1.0,1.0
jaccard,PartnershipProvider → maintainCommunication,SharedDecisionProvider → EncourageQuestions,4,0.7321,0.7321,0.75,0.7143
jaccard,PartnershipPatient → connection,PartnershipProvider → Alignment,3,1.0,1.0,1.0,1.0
jaccard,PartnershipProvider → Alignment,PartnershipProvider → connection,3,0.7778,0.6667,1.0,0.6667
jaccard,PartnershipPatient → signoff,PartnershipProvider → salutation,3,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → connection,PartnershipProvider → connection,3,0.9444,0.9167,1.0,0.9167
jaccard,PartnershipPatient → Appreciation/Gratitude,PartnershipProvider → connection,2,1.0,1.0,1.0,1.0
jaccard,InfoGive → Drugs,PartnershipProvider → maintainCommunication,2,0.6667,0.6667,0.6667,0.6667
jaccard,InfoGive → Instruction,InfoGive → SchedulingAppt,2,0.6667,0.6667,0.6667,0.6667
jaccard,PartnershipPatient → connection,PartnershipProvider → maintainCommunication,2,0.6667,0.6667,0.6667,0.6667
jaccard,PartnershipPatient → Alignment,PartnershipProvider → inviteCollaboration,2,0.6,0.6,0.6,0.6
jaccard,InfoGiveSDOH → EconomicStability,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.6,0.6,0.6,0.6
jaccard,InfoGive → SchedulingAppt,InfoGive → carecoordination,2,0.6,0.6,0.6,0.6
jaccard,InfoGive → Generalinformation,Socioemotional/Empathy → ExpressConcern/unease,2,0.75,0.75,0.75,0.75
jaccard,PartnershipProvider → connection,Socioemotional/Empathy → AcknowledgeError,2,0.6,0.6,0.6,0.6
jaccard,InfoGive → Diagnostics,InfoGiveSDOH → HealthCareAccessAndQuality,2,0.625,0.625,0.625,0.625
jaccard,PartnershipPatient → salutation,PartnershipProvider → Alignment,2,1.0,1.0,1.0,1.0
jaccard,InfoGive → Diagnostics,SharedDecisionProvider → Approval/Reinforcement,1,1.0,1.0,1.0,1.0
jaccard,InfoGive → Diagnostics,InfoGive → Generalinformation,1,1.0,1.0,1.0,1.0
jaccard,InfoGive → carecoordination,PartnershipProvider → maintainCommunication,1,1.0,1.0,1.0,1.0
jaccard,InfoSeek → Diagnostics,PartnershipPatient → activeParticipation/involvement,1,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → activeParticipation/involvement,PartnershipPatient → statePreferences,1,1.0,1.0,1.0,1.0
jaccard,InfoGive → Symptoms,PartnershipPatient → expressOpinions,1,1.0,1.0,1.0,1.0
jaccard,InfoGive → Drugs,PartnershipProvider → checkingUnderstanding/clarification,1,1.0,1.0,1.0,1.0
jaccard,PartnershipPatient → Alignment,PartnershipProvider → connection,1,1.0,1.0,1.0,1.0
jaccard,PartnershipProvider → salutation,PartnershipProvider → signoff,1,1.0,1.0,1.0,1.0
