method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
lsa,InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Instruction,feel free to call them at XXX-XXX-XXXX,InfoGive → Generalinformation,Their phone number is XXX-XXX-XXXX,0.7337
lsa,InfoGive → Symptoms || InfoSeek → Symptoms,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoSeek → Symptoms,Is it where the IV was for treatment on  MM/DD/YYYY?,0.7116
lsa,InfoGive → Symptoms || InfoGive → carecoordination,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoGive → carecoordination,a ENT consultation on MM/DD/YYYY,0.7098
lsa,InfoGive → Generalinformation || InfoGive → Symptoms,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoGive → Generalinformation,Im preparing for surgery on MM/DD/YYYY,0.693
lsa,InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoGive → Drugs,I started the verzenio on MM/DD/YYYY,0.6652
lsa,InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoGive → Drugs,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",0.6469
lsa,InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoGive → Drugs,it was just ordered on MM/DD/YYYY with eleven refills,0.6257
lsa,InfoGive → SchedulingAppt || InfoGive → Symptoms,InfoGive → Symptoms,I was in the ER on MM/DD/YYYY for belly pain,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",0.6025
lsa,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,He prescribed me Ketorolac (Toradol),InfoGive → SchedulingAppt,He definitely needs/,0.7589
lsa,InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Drugs,He prescribed me Ketorolac (Toradol),InfoGive → Symptoms,He definitely looks puffier to me leg swelling some,0.6493
lsa,InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Drugs,He prescribed me Ketorolac (Toradol),InfoGive → Symptoms,he vomiting with dry heaves,0.6452
lsa,InfoGive → Drugs || InfoGive → carecoordination,InfoGive → Drugs,He prescribed me Ketorolac (Toradol),InfoGive → carecoordination,He had wanted to add me to a trial he running that he said would likely cure me but because of the lung cancer diagnosis I would have to wait two years,0.6321
lsa,InfoGive → Generalinformation || InfoGiveSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,I am willing to pay for it out of pocket,InfoGive → Generalinformation,I tried to upload but couldn't figure it out,0.6627
lsa,InfoGiveSDOH → EconomicStability || Socioemotional/Empathy → ExpressConcern/unease,InfoGiveSDOH → EconomicStability,I am willing to pay for it out of pocket,Socioemotional/Empathy → ExpressConcern/unease,they backed it out?,0.6368
lsa,InfoGive → Drugs || InfoGiveSDOH → EconomicStability,InfoGiveSDOH → EconomicStability,I am willing to pay for it out of pocket,InfoGive → Drugs,Am all out of this and others,0.6321
lsa,InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,"Can u call it into Org, Location please",InfoGiveSDOH → HealthCareAccessAndQuality,Please call it into Org1 in Location,0.8384
lsa,InfoGive → Generalinformation || InfoSeekSDOH → HealthCareAccessAndQuality,InfoSeekSDOH → HealthCareAccessAndQuality,"Can u call it into Org, Location please",InfoGive → Generalinformation,please call,0.6624
lsa,InfoSeekSDOH → HealthCareAccessAndQuality || PartnershipPatient → activeParticipation/involvement,InfoSeekSDOH → HealthCareAccessAndQuality,"Can u call it into Org, Location please",PartnershipPatient → activeParticipation/involvement,Please look into it,0.6506
lsa,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,It takes the stomach pain away,PartnershipPatient → activeParticipation/involvement,Would this treat the pain temporarily?,0.6502
lsa,InfoGive → Symptoms || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,It takes the stomach pain away,InfoGive → Symptoms,wasn having pain underarm previously,0.6223
lsa,InfoGive → SchedulingAppt || InfoGive → Symptoms,InfoGive → Symptoms,it seems to happen like once every 3 months,InfoGive → SchedulingAppt,3  months,0.6659
lsa,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment || PartnershipPatient → activeParticipation/involvement,InfoGiveSDOH → NeighborhoodAndBuiltEnvironment,I don have to drive an hour to ER for them to tell me it from the Cancer,PartnershipPatient → activeParticipation/involvement,I setup for them to ship the medication to me,0.6721
lsa,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Why did Dr. Person4  not see this,PartnershipPatient → activeParticipation/involvement,did not see a pca test,0.7477
lsa,InfoGive → carecoordination || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Why did Dr. Person4  not see this,InfoGive → carecoordination,I did notify Dr. Kluger,0.676
lsa,InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Is there anyway I could be allowed to go in I had my Covid shots,InfoGive → Drugs,I had my Covid shots,0.742
lsa,InfoGive → Drugs || PartnershipPatient → activeParticipation/involvement,InfoGive → Drugs,I had my Covid shots,PartnershipPatient → activeParticipation/involvement,Is there anyway I could be allowed to go in I had my Covid shots,0.742
lsa,PartnershipPatient → connection || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,we are so sorry to hear Person1 isnt feeling well,PartnershipPatient → connection,Sorry to bother,0.6163
lsa,Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,we are so sorry to hear Person1 isnt feeling well,Socioemotional/Empathy → AcknowledgeError,I am SO sorry,0.603
lsa,InfoGive → Generalinformation || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Generalinformation,Unfortunately  we do not have control over visitor restrictions in the hospital,InfoGiveSDOH → HealthCareAccessAndQuality,we do not give the whooping cough (tdap) vaccine here,0.7219
lsa,InfoGive → Generalinformation || SharedDecisionProvider → SummarizeConfirmUnderstanding,InfoGive → Generalinformation,Unfortunately  we do not have control over visitor restrictions in the hospital,SharedDecisionProvider → SummarizeConfirmUnderstanding,"We do not have  a comparison for the CEA, but if this serves us value in the future, we will then have something to look back and compare to",0.6475
lsa,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
lsa,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
lsa,PartnershipProvider → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,PartnershipProvider → connection,Take care,1.0
lsa,InfoGive → Drugs || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,InfoGive → Drugs,take care of these prescriptions,0.9322
lsa,InfoGive → Drugs || PartnershipProvider → signoff,PartnershipProvider → signoff,Take care,InfoGive → Drugs,I take Tums sometimes,0.6785
lsa,Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,We are so sorry to hear that,Socioemotional/Empathy → AcknowledgeError,So sorry about that,0.6795
lsa,Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → Sadness/fear,We are so sorry to hear that,Socioemotional/Empathy → AcknowledgeError,I am SO sorry,0.6499
lsa,InfoSeek → SchedulingAppt || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Obviously the block did not work,InfoSeek → SchedulingAppt,i did not receive any appointments or reminders?,0.712
lsa,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Obviously the block did not work,PartnershipPatient → activeParticipation/involvement,did not see a pca test,0.7004
lsa,InfoSeek → Drugs || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Obviously the block did not work,InfoSeek → Drugs,Did the flexeril not help?,0.6953
lsa,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Obviously the block did not work,InfoGiveSDOH → HealthCareAccessAndQuality,( i did not realize i was covered under an insurance i had allowing a payment),0.6552
lsa,InfoGive → Generalinformation || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Obviously the block did not work,InfoGive → Generalinformation,I did not realize he got a promotion,0.6505
lsa,InfoGive → carecoordination || PartnershipPatient → expressOpinions,PartnershipPatient → expressOpinions,Obviously the block did not work,InfoGive → carecoordination,I did notify Dr. Kluger,0.6248
lsa,InfoSeek → Drugs || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I would like to request a meeting with Person1's teams on Monday morning,InfoSeek → Drugs,I would like to add one more Rx request,0.7083
lsa,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,I can be there at any time,PartnershipPatient → activeParticipation/involvement,Ill be there,0.6807
lsa,InfoGiveSDOH → HealthCareAccessAndQuality || InfoSeekSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,Please call it into Org1 in Location,InfoSeekSDOH → HealthCareAccessAndQuality,"Can u call it into Org, Location please",0.8384
lsa,InfoGive → Generalinformation || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,Please call it into Org1 in Location,InfoGive → Generalinformation,please call,0.6374
lsa,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Drugs,Prednisone refill sent in,InfoGiveSDOH → HealthCareAccessAndQuality,Person5 sent in pre-auth info to Cigna,0.7807
lsa,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Drugs,Prednisone refill sent in,InfoGiveSDOH → HealthCareAccessAndQuality,get it sent in for you,0.623
lsa,InfoGive → Drugs || PartnershipProvider → maintainCommunication,InfoGive → Drugs,Prednisone refill sent in,PartnershipProvider → maintainCommunication,Prescription has been sent in,0.6185
lsa,InfoGive → Diagnostics || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Diagnostics,I am coming in for bloodwork MM/DD/YYYY,InfoGiveSDOH → HealthCareAccessAndQuality,"I saw I still had the appointment in Org2 for MM/DD/YYYY, MM/DD/YYYY, for the Lupron shot, I cancelled it",0.6631
lsa,InfoGive → Diagnostics || PartnershipPatient → statePreferences,InfoGive → Diagnostics,I am coming in for bloodwork MM/DD/YYYY,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.6587
lsa,InfoGive → Diagnostics || InfoGiveSDOH → EconomicStability,InfoGive → Diagnostics,I am coming in for bloodwork MM/DD/YYYY,InfoGiveSDOH → EconomicStability,I put you off work from MM/DD/YYYY to MM/DD/YYYY,0.6409
lsa,InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,I am coming in for bloodwork MM/DD/YYYY,InfoSeek → SchedulingAppt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,0.6402
lsa,PartnershipPatient → activeParticipation/involvement || PartnershipProvider → inviteCollaboration,PartnershipPatient → activeParticipation/involvement,I would like to know if you can order a PSA,PartnershipProvider → inviteCollaboration,I am available to discuss further if you would like,0.6144
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,My PCP did bloodwork and saw that my PSA was elevated.,InfoGive → carecoordination,"My primary, Dr. Person1, just confirmed that my PSA has dropped",0.6416
lsa,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,My PCP did bloodwork and saw that my PSA was elevated.,PartnershipPatient → activeParticipation/involvement,I just saw my PSA score from yesterday,0.624
lsa,InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,InfoGive → carecoordination,let me reach out to Dr  Person1,PartnershipPatient → activeParticipation/involvement,I wanted to reach out to Dr. Person1,0.8505
lsa,InfoGive → carecoordination || PartnershipProvider → maintainCommunication,InfoGive → carecoordination,let me reach out to Dr  Person1,PartnershipProvider → maintainCommunication,someone should reach out,0.6423
lsa,InfoGive → Instruction || InfoGive → carecoordination,InfoGive → carecoordination,let me reach out to Dr  Person1,InfoGive → Instruction,if not reach out to our office!,0.6117
lsa,InfoGive → Diagnostics || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,we will be in touch,InfoGive → Diagnostics,"We will be testing for PSA, Testosterone and a CBC Panel",0.7081
lsa,InfoGive → SchedulingAppt || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,I can request on my chart,InfoGive → SchedulingAppt,You should see additional infusion appts on My Chart soon,0.7733
lsa,InfoSeek → Diagnostics || SharedDecisionPatient → ExploreOptions,InfoSeek → Diagnostics,Why is Person1 bilirubin still elevated,SharedDecisionPatient → ExploreOptions,Is that still possible?,0.6113
lsa,InfoGive → SchedulingAppt || InfoGive → Symptoms,InfoGive → Symptoms,he vomiting with dry heaves,InfoGive → SchedulingAppt,He definitely needs/,0.741
lsa,InfoGive → Drugs || InfoGive → Symptoms,InfoGive → Symptoms,he vomiting with dry heaves,InfoGive → Drugs,He prescribed me Ketorolac (Toradol),0.6452
lsa,InfoGive → Generalinformation || PartnershipPatient → statePreferences,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.7978
lsa,InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,InfoGive → carecoordination,a ENT consultation on MM/DD/YYYY,0.779
lsa,InfoGive → Generalinformation || InfoSeek → SchedulingAppt,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.7752
lsa,InfoGive → Generalinformation || InfoSeek → SchedulingAppt,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,InfoSeek → SchedulingAppt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,0.7735
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,InfoGive → SchedulingAppt,We are working on moving the MRI to MM/DD/YYYY but have you on for MM/DD/YYYY currently just to have a spot held,0.7572
lsa,InfoGive → Generalinformation || InfoGiveSDOH → EconomicStability,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,InfoGiveSDOH → EconomicStability,I put you off work from MM/DD/YYYY to MM/DD/YYYY,0.7455
lsa,Socioemotional/Empathy → PositiveRemarks || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,I hope he is feeling better,Socioemotional/Empathy → PositiveRemarks,Glad your feeling better,0.7482
lsa,InfoSeek → Symptoms || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,I hope he is feeling better,InfoSeek → Symptoms,Are you feeling better today?,0.6536
lsa,InfoGive → Symptoms || Socioemotional/Empathy → Reassurance,Socioemotional/Empathy → Reassurance,I hope he is feeling better,InfoGive → Symptoms,I am feeling much better.,0.6323
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,When Person1 was in on MM/DD/YYYY for his visit,InfoGive → carecoordination,a ENT consultation on MM/DD/YYYY,0.6661
lsa,InfoGive → Diagnostics || InfoSeek → Symptoms,InfoGive → Diagnostics,When Person1 was in on MM/DD/YYYY for his visit,InfoSeek → Symptoms,Is it where the IV was for treatment on  MM/DD/YYYY?,0.648
lsa,InfoGive → Diagnostics || InfoSeek → SchedulingAppt,InfoGive → Diagnostics,When Person1 was in on MM/DD/YYYY for his visit,InfoSeek → SchedulingAppt,Can you put an order on for Person2 to have his port flushed for the middle of MM/DD/YYYY in Org3 on a MM/DD/YYYY morning,0.6143
lsa,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,When Person1 was in on MM/DD/YYYY for his visit,InfoGive → SchedulingAppt,I never received actual appointment confirmation or e check in for my visit on MM/DD/YYYY,0.6016
lsa,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,When Person1 was in on MM/DD/YYYY for his visit,InfoGive → SchedulingAppt,"I coming in on MM/DD/YYYY, but just in case I forget to ask",0.6002
lsa,PartnershipPatient → activeParticipation/involvement || PartnershipPatient → connection,PartnershipPatient → activeParticipation/involvement,I was just wondering if she had followed up on that,PartnershipPatient → connection,I was just wondering,0.74
lsa,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,the copay through the Org4 apothecary will be,InfoGive → Drugs,The Zometa will be around every 6 months,0.6263
lsa,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,the copay through the Org4 apothecary will be,InfoGive → Drugs,I will be getting a disc,0.6199
lsa,InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → Generalinformation,It is XXX-XXX-XXXX,0.7571
lsa,InfoGive → Instruction || InfoGive → carecoordination,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → carecoordination,You can call XXX-XXX-XXXX to speak to  our secretarial staff who may have more information,0.756
lsa,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → SchedulingAppt,please call XXX-XXX-XXXX to get everything rescheduled,0.7222
lsa,InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → Generalinformation,Their number is XXX-XXX-XXXX,0.7208
lsa,InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → Generalinformation,Their number is #XXX-XXX-XXXX,0.7208
lsa,InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → Generalinformation,Their phone number is XXX-XXX-XXXX,0.7153
lsa,InfoGive → Instruction || PartnershipPatient → activeParticipation/involvement,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",PartnershipPatient → activeParticipation/involvement,If you prefer to call me to discuss my number is XXX-XXX-XXXX,0.7132
lsa,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → Instruction,"you can call them to arrange this, the pharmacy # is  XXX-XXX-XXXX",InfoGive → SchedulingAppt,Please call #XXX-XXX-XXXX to schedule,0.7039
lsa,InfoGive → Drugs || InfoGive → carecoordination,InfoGive → carecoordination,I will send her a message,InfoGive → Drugs,I will send those in....,0.6573
lsa,PartnershipProvider → maintainCommunication || Socioemotional/Empathy → AcknowledgeError,PartnershipProvider → maintainCommunication,Once we hear back we will let you know,Socioemotional/Empathy → AcknowledgeError,I completely forgot to let you know we wouldn't be calling,0.6756
lsa,InfoGive → Drugs || InfoGive → carecoordination,InfoGive → Drugs,I will be getting a disc,InfoGive → carecoordination,I confirmed with Dr  Person1 that Person2 will be getting treated tomorrow,0.6752
lsa,InfoGive → Drugs || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Drugs,I will be getting a disc,InfoGiveSDOH → HealthCareAccessAndQuality,the copay through the Org4 apothecary will be,0.6199
lsa,InfoGive → Drugs || InfoSeek → Drugs,InfoGive → Drugs,I will be getting a disc,InfoSeek → Drugs,When will I be getting my Covid vaccine and can my wife get it also  Person2,0.6122
lsa,InfoGive → Instruction || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → Instruction,so  you should be able to call tomorrow,InfoGiveSDOH → HealthCareAccessAndQuality,so you should just be able to call the pharmacy or request via phone,0.8153
lsa,InfoGive → Generalinformation || InfoGive → Instruction,InfoGive → Instruction,so  you should be able to call tomorrow,InfoGive → Generalinformation,You should be able to see this in your mychart account shortly,0.7225
lsa,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Call XXX-XXX-XXXX tomorrow afternoon to schedule  COVID  test,InfoGive → Instruction,Please call #XXX-XXX-XXXX to reschedule,0.7309
lsa,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Call XXX-XXX-XXXX tomorrow afternoon to schedule  COVID  test,InfoGive → Instruction,feel free to call them at XXX-XXX-XXXX,0.7214
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Call XXX-XXX-XXXX tomorrow afternoon to schedule  COVID  test,InfoGive → Generalinformation,It is XXX-XXX-XXXX,0.7016
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Call XXX-XXX-XXXX tomorrow afternoon to schedule  COVID  test,InfoGive → Generalinformation,Their number is #XXX-XXX-XXXX,0.6559
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,Call XXX-XXX-XXXX tomorrow afternoon to schedule  COVID  test,InfoGive → Generalinformation,Their number is XXX-XXX-XXXX,0.6559
lsa,PartnershipProvider → maintainCommunication || SharedDecisionProvider → EncourageQuestions,PartnershipProvider → maintainCommunication,"If you have any issues, call or message us",SharedDecisionProvider → EncourageQuestions,", let me know if you have any other questions or concerns",0.6988
lsa,InfoGive → SchedulingAppt || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGive → SchedulingAppt,I am already scheduled to meet with Dr  Person2 on the MM/DD/YYYY @10:30,InfoGiveSDOH → HealthCareAccessAndQuality,", I am checking with Dr. Person2 on the vaccine",0.7068
lsa,InfoGive → Instruction || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,If you would like to reschedule to a different MM/DD/YYYY morning or MM/DD/YYYY afternoon please call the office at XXX-XXX-XXXX,InfoGive → Instruction,Please call #XXX-XXX-XXXX to reschedule,0.6501
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,InfoGive → carecoordination,a ENT consultation on MM/DD/YYYY,0.9194
lsa,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,InfoGive → SchedulingAppt,I now scheduled to begin radiation therapy on MM/DD/YYYY for five sessions,0.7964
lsa,InfoGive → Diagnostics || InfoSeek → Drugs,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,0.7817
lsa,InfoGive → Diagnostics || InfoGive → SchedulingAppt,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,0.7436
lsa,InfoGive → Diagnostics || PartnershipPatient → statePreferences,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.724
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipPatient → connection,See you soon!,0.8644
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipPatient → connection,See you in July!,0.8189
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipPatient → connection,See you tomorrow,0.7594
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipPatient → connection,See you MM/DD/YYYY,0.6492
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipPatient → connection,See you MM/DD/YYYY,0.6492
lsa,PartnershipProvider → Alignment || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipProvider → Alignment,Oh I see,0.6161
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipProvider → signoff,See you then,PartnershipPatient → connection,See you next week,0.6146
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you in July!,PartnershipProvider → signoff,See you,0.9041
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you in July!,PartnershipProvider → signoff,otherw ise see you,0.9041
lsa,PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you in July!,PartnershipProvider → signoff,See you then,0.8189
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,See you in July!,PartnershipPatient → signoff,See you then!,0.8189
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → connection,See you in July!,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.7489
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → carecoordination,I need to inform you that on MM/DD/YYYY I started TRT under the supervision of Dr Person2 of Org4 Urology,InfoGive → Diagnostics,The MRI of thoracic and lumbar spine were ordered on MM/DD/YYYY,0.6331
lsa,InfoGive → SchedulingAppt || PartnershipPatient → statePreferences,InfoGive → SchedulingAppt,and a video visit with Dr  Person3 will be on MM/DD/YYYY,PartnershipPatient → statePreferences,I like Dr. Person3 thoughts and impressions prior to my upcoming (MM/DD/YYYY) visit,0.6756
lsa,InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,and a video visit with Dr  Person3 will be on MM/DD/YYYY,InfoGive → Generalinformation,i will be away on the MM/DD/YYYY,0.6001
lsa,InfoGive → SchedulingAppt || PartnershipPatient → connection,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,PartnershipPatient → connection,See you MM/DD/YYYY,0.7362
lsa,InfoGive → SchedulingAppt || PartnershipPatient → connection,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,PartnershipPatient → connection,See you MM/DD/YYYY,0.7362
lsa,InfoGive → SchedulingAppt || PartnershipPatient → signoff,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,0.6594
lsa,InfoGive → SchedulingAppt || PartnershipPatient → connection,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,PartnershipPatient → connection,See you soon in MM/DD/YYYY,0.6556
lsa,InfoGive → SchedulingAppt || InfoSeek → Drugs,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,0.6375
lsa,InfoGive → Drugs || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoGive → Drugs,"My last pill in the cycle is MM/DD/YYYY, MM/DD/YYYY",0.7212
lsa,InfoGive → Generalinformation || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.6842
