pair,src_label,src_text,nbr_label,nbr_text,similarity
PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi,PartnershipPatient → salutation,Hi,1.0
PartnershipPatient → expressOpinions || SharedDecisionPatient → ExploreOptions,PartnershipPatient → expressOpinions,I was thinking of Johnson and Johnson but not sure,SharedDecisionPatient → ExploreOptions,I have a choice tomorrow for Moderna or Johnson and Johnson,0.603
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Happy Easter to you and Dr. Person2,PartnershipProvider → connection,Happy Easter,0.6576
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,Please let me know,PartnershipProvider → maintainCommunication,"If not, please let  me know",0.8099
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Could you please let me know results,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,PartnershipProvider → connection,Sorry for the delay!,Socioemotional/Empathy → AcknowledgeError,Sorry for the confusion,0.613
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Hope all is well with you and your family,PartnershipProvider → connection,I hope all is well,0.6663
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,Please let me know what happened,PartnershipProvider → maintainCommunication,Please let me know what your day looks like,0.7189
PartnershipPatient → activeParticipation/involvement || PartnershipProvider → maintainCommunication,PartnershipPatient → activeParticipation/involvement,Please let me know what happened,PartnershipProvider → maintainCommunication,"If not, please let  me know",0.6643
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you tomorrow,PartnershipProvider → signoff,See you,0.6333
PartnershipPatient → connection || PartnershipProvider → signoff,PartnershipPatient → connection,See you tomorrow,PartnershipProvider → signoff,otherw ise see you,0.6333
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Could you please let me know results,0.6655
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
InfoSeek → Diagnostics || PartnershipPatient → activeParticipation/involvement,PartnershipPatient → activeParticipation/involvement,Please let me know,InfoSeek → Diagnostics,Please let me know about blood work,0.6367
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipPatient → connection,Hope all is well with you and your family!,PartnershipProvider → connection,I hope all is well,0.6663
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,Their phone number is XXX-XXX-XXXX,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,0.7394
PartnershipPatient → connection || PartnershipProvider → connection,PartnershipProvider → connection,Enjoy your weekend,PartnershipPatient → connection,Enjoy your weekend,1.0
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → carecoordination,I am Person1 the nurse coordinator for Radiation Oncology in Org2,InfoGive → Generalinformation,I am Person1 the Rad ONc Nurse Coordinator,0.6689
InfoGive → Generalinformation || InfoGive → SchedulingAppt,InfoGive → SchedulingAppt,On you CTSIM day MM/DD/YYYY at  10am,InfoGive → Generalinformation,I am booked all day MM/DD/YYYY,0.6236
InfoGive → Generalinformation || InfoGive → carecoordination,InfoGive → Generalinformation,I am Person1 the Rad ONc Nurse Coordinator,InfoGive → carecoordination,I am Person1 the nurse coordinator for Radiation Oncology in Org2,0.6689
InfoGive → Generalinformation || PartnershipPatient → activeParticipation/involvement,InfoGive → Generalinformation,Their number is XXX-XXX-XXXX,PartnershipPatient → activeParticipation/involvement,If ok we number is XXX-XXX-XXXX Person2Let me know,0.7732
InfoSeek → Diagnostics || InfoSeek → Symptoms,InfoSeek → Diagnostics,How long has it been,InfoSeek → Symptoms,How long has this been going on?,0.6245
PartnershipPatient → connection || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,PartnershipPatient → connection,Happy MM/DD/YYYY!,0.6713
InfoGive → Diagnostics || PartnershipPatient → statePreferences,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,0.6079
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → AcknowledgeError,I am SO sorry,Socioemotional/Empathy → Sadness/fear,I am so sorry to hear that,0.6907
Socioemotional/Empathy → AcknowledgeError || Socioemotional/Empathy → Sadness/fear,Socioemotional/Empathy → AcknowledgeError,I sorry I get confused,Socioemotional/Empathy → Sadness/fear,I'm sorry,0.8038
PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,I sorry I get confused,PartnershipProvider → connection,Sorry,0.8038
