phrase_text,phrase_type,occurrences,doc_freq,avg_len_char,avg_len_tokens,top_label_by_PMI,top_label_PMI,label_purity,label_entropy,label_Care_Coordination_docfreq,label_Diagnostics_docfreq,label_Drugs_docfreq,label_General_information_docfreq,label_Scheduling_appt_docfreq,label_Symptoms_docfreq,label_Care_Coordination_PMI,label_Diagnostics_PMI,label_Drugs_PMI,label_General_information_PMI,label_Scheduling_appt_PMI,label_Symptoms_PMI
the answers,NP,2,1,11,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
for my appointment,PP,2,1,18,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
my appointment,NP,2,1,14,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
a call,NP,2,1,6,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
for MM/DD/YYYY,PP,5,3,14,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,3,0,,,,,2.585,
w Dr. B,PP,3,2,7,3,Drugs,1.585,0.5,1.0,0,0,1,0,1,0,,,1.585,,1.585,
Yep,NP,1,1,3,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
in you,PP,2,1,6,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
at 130,PP,1,1,6,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
on your med list,PP,2,1,16,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
your med list,NP,2,1,13,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
having,VP,2,1,6,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
get your port out,VP,1,1,17,4,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
your port,NP,1,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
had noticed,VP,2,1,11,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
something,NP,2,1,9,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
going on,VP,2,1,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
with my breathing/lungs,PP,2,1,23,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
my breathing/lungs,NP,2,1,18,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
about blood work,PP,1,1,16,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
blood work,NP,3,2,10,2,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
This test,NP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
usually,ADVP,2,1,7,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
an appointment,NP,1,1,14,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
speaking,VP,7,4,8,1,Care_Coordination,2.585,1.0,0.0,4,0,0,0,0,0,2.585,,,,,
with the vascular cardiologist,PP,4,2,30,4,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
the vascular cardiologist,NP,4,2,25,3,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
question mark,NP,4,2,13,2,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
really,ADVP,8,5,6,1,Care_Coordination,1.263,0.4,1.521928,2,0,0,1,0,2,1.263,,,0.263,,1.263
a partial blood clot,NP,4,2,20,4,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
in my vein,PP,4,2,10,3,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
my vein,NP,4,2,7,2,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
note,VP,2,1,4,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
two requests,NP,2,1,12,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
for Eliquis refill,PP,2,1,18,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Eliquis refill,NP,2,1,14,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
as need,PP,2,1,7,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
need,NP,2,1,4,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
before trip,PP,2,1,11,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
trip,NP,2,1,4,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
on continuing basis,PP,1,1,19,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
continuing,VP,1,1,10,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
continuing basis,NP,1,1,16,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
3  months,NP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Do you have,VP,2,1,11,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a fax number,NP,2,1,12,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
for Dr Person2,PP,2,1,14,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
can fax,VP,1,1,7,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
can fax the report over,VP,1,1,23,5,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
the report,NP,1,1,10,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
to him,PP,1,1,6,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
has been going on,VP,2,1,17,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
for about 4 days,PP,2,1,16,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
about,ADVP,4,2,5,1,Care_Coordination,1.585,0.5,1.0,1,0,0,0,0,1,1.585,,,,,1.585
about 4 days,NP,2,1,12,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
have not gotten,VP,2,1,15,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a response,NP,1,1,10,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
super,ADVP,2,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
super bad heartburn,NP,2,1,19,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
with IR,PP,2,1,7,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
IR,NP,2,1,2,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
'll get,VP,1,1,7,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
to take it out,VP,1,1,14,4,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
concurs,VP,2,1,7,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
restarting,VP,2,1,10,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
Lupron,NP,2,1,6,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
can put,VP,2,1,7,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
for a PT eval,PP,2,1,13,4,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a PT eval,NP,2,1,9,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
with a lymphedema therapist,PP,2,1,27,4,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a lymphedema therapist,NP,2,1,22,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
to fax,VP,3,2,6,2,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
the paperwork,NP,5,3,13,2,Care_Coordination,2.585,1.0,0.0,3,0,0,0,0,0,2.585,,,,,
from work,PP,3,2,9,2,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
work,NP,5,3,4,1,Care_Coordination,2.0,0.6667,0.918296,2,0,0,1,0,0,2.0,,,1.0,,
to Person1,PP,3,2,10,2,Care_Coordination,2.585,1.0,0.0,2,0,0,0,0,0,2.585,,,,,
to add,VP,2,1,6,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
one more Rx request,NP,2,1,19,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
a new script,NP,1,1,12,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
for Lidocaine / Prilocaine cream,PP,1,1,32,5,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Lidocaine / Prilocaine cream,NP,1,1,28,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
feel,VP,3,2,4,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
a little tingling,NP,2,1,17,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
in my upper arm,PP,2,1,15,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
my upper arm,NP,4,2,12,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
What date,NP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
The neuropathy,NP,3,2,14,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
has tapered,VP,1,1,11,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
has tapered down,VP,2,2,16,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
even,ADVP,3,2,4,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
even tho,NP,3,2,8,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
the prescription,NP,2,1,16,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
for oxycodone,PP,2,1,13,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
oxycodone,NP,2,1,9,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
to sign,VP,2,1,7,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
one 5mg am,NP,2,1,10,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
one 5mg pm,NP,2,1,10,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
'm,VP,2,1,2,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
supposed,VP,2,1,8,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to start,VP,2,1,8,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
my next round,NP,2,1,13,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
That,NP,2,2,4,1,Drugs,1.585,0.5,1.0,0,0,1,1,0,0,,,1.585,1.585,,
The ED doctor,NP,2,1,13,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a question,NP,5,4,10,2,Diagnostics,2.585,1.0,0.0,0,4,0,0,0,0,,2.585,,,,
about CBC,PP,2,1,9,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
CBC,NP,2,1,3,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
WITH AUTO DIFFERENTIAL,PP,2,1,22,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
AUTO DIFFERENTIAL,NP,2,1,17,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
resulted,VP,8,4,8,1,Diagnostics,2.585,1.0,0.0,0,4,0,0,0,0,,2.585,,,,
at MM/DD/YYYY,PP,6,5,13,2,Diagnostics,1.848,0.6,0.970951,0,3,2,0,0,0,,1.848,1.263,,,
down even tho,PP,1,1,13,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
of this pain,PP,2,1,12,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
this pain,NP,2,1,9,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
on my right side,PP,2,1,16,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
my right side,NP,4,2,13,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
is tolerating,VP,2,1,13,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
all meds,NP,2,1,8,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
directions,NP,1,1,10,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
on the blood draw,PP,2,1,17,4,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the blood draw,NP,2,1,14,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
made,VP,3,1,4,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
am feeling,VP,2,1,10,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
much,ADVP,2,1,4,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the mane,NP,2,1,8,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
of the place,PP,2,1,12,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
the place,NP,2,1,9,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
goes,VP,2,1,4,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
don't seen,VP,2,1,10,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
for my PSA,PP,2,1,10,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
to show up,VP,2,1,10,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
in Person2,PP,1,1,10,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
longer,ADVP,3,2,6,1,General_information,1.585,0.5,1.0,0,0,0,1,0,1,,,,1.585,,1.585
the timing,NP,3,2,10,2,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
of my blood work,PP,3,2,16,4,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
my blood work,NP,3,2,13,3,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
am still not understanding,VP,3,2,26,4,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
Do we need,VP,2,1,10,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
to reschedule,VP,4,2,13,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,2,0,,,,,2.585,
have not rec'd,VP,1,1,14,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
email message,NP,2,1,13,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
from blood testing lab,PP,2,1,22,4,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
blood testing lab,NP,2,1,17,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
Just,ADVP,4,2,4,1,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
my bloodwork,NP,4,2,12,2,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
looks,VP,4,2,5,1,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
for my WBC,PP,2,2,10,3,Diagnostics,2.585,1.0,0.0,0,2,0,0,0,0,,2.585,,,,
right,ADVP,4,2,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,2,,,,,,2.585
my right breast,NP,2,1,15,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
to my right side,PP,2,1,16,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
located,VP,1,1,7,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
under my right breast,PP,1,1,21,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
Another unproductive week,NP,2,1,25,3,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
using,VP,2,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the leg massage machine,NP,2,1,23,4,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
rethink,VP,1,1,7,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
Eliquis,NP,2,1,7,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
your  message,NP,2,1,13,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
can better respond,VP,2,1,18,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
better,ADVP,2,1,6,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
to your question,PP,2,1,16,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
your question,NP,2,1,13,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
could please clarify,VP,1,1,20,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
've set up,VP,2,1,10,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Person3's other am,NP,1,1,18,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
a common side effect,NP,2,1,20,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
of the Taxol,PP,2,1,12,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
the Taxol,NP,2,1,9,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
spoke,VP,2,1,5,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
about 2 Rxs,NP,2,1,11,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
been pending,VP,1,1,12,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Next one,NP,2,1,8,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
emailed,VP,2,1,7,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
noted,VP,2,1,5,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
The pharmacy,NP,2,1,12,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to get meds out,VP,2,1,15,4,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
meds,NP,2,1,4,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
to patients,PP,2,1,11,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
patients,NP,2,1,8,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
has been taking,VP,2,1,15,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Oxycodone HCL,NP,1,1,13,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
Oxycodone,NP,1,1,9,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
have not heard,VP,2,1,14,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
PSA,NP,5,4,3,1,Diagnostics,2.585,1.0,0.0,0,4,0,0,0,0,,2.585,,,,
coming down,VP,1,1,11,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
coming,VP,3,2,6,1,Diagnostics,1.585,0.5,1.0,0,1,0,1,0,0,,1.585,,1.585,,
That appt,NP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
sched,VP,2,1,5,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
for Thurs,PP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Thurs,NP,2,1,5,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Sent,VP,2,1,4,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
a request,NP,2,1,9,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
previously,ADVP,2,1,10,1,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
has come,VP,1,1,8,2,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
has come through,VP,1,1,16,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
TOTAL (POST DIAGNOSIS,NP,6,3,21,3,Diagnostics,2.585,1.0,0.0,0,3,0,0,0,0,,2.585,,,,
(BH GH LMW YH,NP,3,3,13,4,Diagnostics,2.585,1.0,0.0,0,3,0,0,0,0,,2.585,,,,
about PSA,PP,3,3,9,2,Diagnostics,2.585,1.0,0.0,0,3,0,0,0,0,,2.585,,,,
our secretary,NP,2,1,13,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
to schedule,PP,1,1,11,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
schedule,NP,1,1,8,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
only,ADVP,4,2,4,1,Drugs,1.585,0.5,1.0,0,0,1,1,0,0,,,1.585,1.585,,
a few pills,NP,2,1,11,3,Drugs,2.585,1.0,0.0,0,0,1,0,0,0,,,2.585,,,
left,VP,4,2,4,1,Drugs,1.585,0.5,1.0,0,0,1,1,0,0,,,1.585,1.585,,
PSA test,NP,2,1,8,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
believe,VP,2,1,7,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
should be,VP,2,1,9,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
recommended,VP,2,1,11,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
a PET,NP,2,1,5,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
in 3 months,PP,2,1,11,3,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
3 months,NP,2,1,8,2,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
follow,VP,1,1,6,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
last,ADVP,1,1,4,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
after,ADVP,1,1,5,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
SEnding,VP,2,1,7,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
message,NP,2,1,7,1,Care_Coordination,2.585,1.0,0.0,1,0,0,0,0,0,2.585,,,,,
at the limit,PP,2,1,12,3,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
the limit,NP,2,1,9,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
stuck,VP,2,1,5,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
just the CBC,NP,1,1,12,3,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
did,VP,2,1,3,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
without differential,PP,2,1,20,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
differential,NP,2,1,12,1,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
my glucose,NP,2,1,10,2,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
remains,VP,2,1,7,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
guess,VP,1,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
sleep,VP,2,1,5,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
raised up,VP,2,1,9,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
to confirm,VP,2,1,10,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
hasn,NP,1,1,4,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
have emailed,VP,2,1,12,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
messages,NP,1,1,8,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
The test,NP,2,1,8,2,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
a Dexa Bone Density Test,NP,2,1,24,5,Diagnostics,2.585,1.0,0.0,0,1,0,0,0,0,,2.585,,,,
my new time,NP,2,1,11,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
of arrival,PP,2,1,10,2,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
arrival,NP,2,1,7,1,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
on MM/DD/YYYY 9:20 AM,PP,1,1,21,4,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
MM/DD/YYYY 9:20 AM,NP,1,1,18,3,Scheduling_appt,2.585,1.0,0.0,0,0,0,0,1,0,,,,,2.585,
Started,VP,2,1,7,1,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
Started week,NP,2,1,12,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
three MM/DD/YYYY,NP,1,1,16,2,General_information,2.585,1.0,0.0,0,0,0,1,0,0,,,,2.585,,
evolution,NP,2,1,9,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
in the 2 newly spot nodal issues,PP,2,1,32,7,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
the 2 newly spot nodal issues,NP,2,1,29,6,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
newly,ADVP,2,1,5,1,Symptoms,2.585,1.0,0.0,0,0,0,0,0,1,,,,,,2.585
